,Unnamed: 0,event_id,primary_act_id,secondary_act_id,purch_party_lkup_id,event_name,primary_act_name,secondary_act_name,major_cat_name,minor_cat_name,la_event_type_cat,event_disp_name,ticket_text,tickets_purchased_qty,trans_face_val_amt,delivery_type_cd,event_date_time,event_dt,presale_dt,onsale_dt,sales_ord_create_dttm,sales_ord_tran_dt,print_dt,timezn_nm,venue_city,venue_state,venue_postal_cd_sgmt_1,sales_platform_cd,print_flg,la_valid_tkt_event_flg,fin_mkt_nm,web_session_cookie_val,gndr_cd,age_yr,income_amt,edu_val,edu_1st_indv_val,edu_2nd_indv_val,adults_in_hh_num,married_ind,child_present_ind,home_owner_ind,occpn_val,occpn_1st_val,occpn_2nd_val,dist_to_ven
1427,1428,ccd2d08e040af4f0da1e,0bf70fd2f1dcee543c62,b85143bf51323b72e53c,89654cd15511d5350647,Edc 2015 - new york 2-day pass: sat may 23 2015-sun may 24 2015,Electric Daisy Carnival,,CONCERTS,DANCE MUSIC/DANCE,CONCERTS,Edc 2015 - new york 2-day pass: sat may 23 2015-sun may 24 2015,    INSOMNIAC PRESENTS      *EDC - NEW YORK 2015*       METLIFE STAD/LOTS      *TICKET VALID BOTH DAYS*   18+ W/ID (21+ FOR VIP)     MAY 23 - MAY 24 12PM   ,1,379.0,Mail,2015-05-25 03:00:00,2015-05-24,2014-12-17,2014-12-17,2015-04-29 10:44:11,2015-04-29,2015-04-30,EST,EAST RUTHERFORD,NEW JERSEY,07073,www.ticketmaster.com,T ,Y ,New York,89654cd15511d5350647,,,,,,,,,,,,,,
1428,1429,8d58e55440725f27b918,f1985939332d998dfb34,b85143bf51323b72e53c,e16192b11af566937ca9,"Bryan Adams """"""""""""""""the reckless tour""""""""""""""""",Bryan Adams,,CONCERTS,ROCK/POP,CONCERTS,"Bryan Adams """"""""""""""""the reckless tour""""""""""""""""",   LIVE NATION PRESENTS          BRYAN ADAMS            THE RECKLESS TOUR     ST AUGUSTINE AMPHITHEATRE ************************** SUN JUN 28 2015 8:00 PM  ,1,82.0,eTicket,2015-06-29 00:00:00,2015-06-28,2015-05-12,2015-05-15,2015-05-16 02:25:03,2015-05-15,2015-06-26,EST,ST AUGUSTINE,FLORIDA,32080,www.ticketmaster.com,T ,Y ,Orlando,e16192b11af566937ca9,,,,,,,,,,,,,,
1432,1433,ff671b7918ff81f90e0e,0c784f0b63a5f4fe6f14,fd00ad2bbbc503005a3f,2808afd5debd832bba32,Goo Goo Dolls,Goo Goo Dolls,Collective Soul,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Goo Goo Dolls,   LIVE NATION PRESENTS         GOO GOO DOLLS          WWW.GOOGOODOLLS.COM     MOLSON CDN AMPHITHEATRE   RAIN OR SHINE/R837398916   TUE AUG 09 2016 7:00PM  ,2,199.0,ISPU,2016-08-09 23:00:00,2016-08-09,2016-02-23,2016-02-26,2016-02-26 17:25:17,2016-02-26,2016-02-26,EST,TORONTO,ONTARIO,M6K,www.ticketmaster.ca,T ,Y ,Toronto,2808afd5debd832bba32,,,,,,,,,,,,,,
1434,1435,4ec824c3d8f7b23e715f,80b3bebaed9fb2db985e,124f1e6e21120e8992d7,a552c0d2f511de35a6c1,The Roots Picnic,The Roots Picnic,Usher,CONCERTS,RAP/URBAN,CONCERTS,The Roots Picnic,    WWW.LIVENATION.COM         THE ROOTS PICNIC       A RAIN OR SHINE EVENT         FESTIVAL PIER            @ PENNS LANDING       SAT JUN 04 2016 12:00 PM ,1,85.0,TicketFast,2016-06-04 16:00:00,2016-06-04,2016-02-03,2016-02-05,2016-02-06 02:43:00,2016-02-05,,EST,PHILADELPHIA,PENNSYLVANIA,19106,mobile.ticketmaster.us,F ,Y ,Delaware Valley,a552c0d2f511de35a6c1,,,,,,,,,,,,,,
1437,1438,732e8130be3540fc4566,47cb7b1f9c8f7817f855,913eea53bc1f9952bf69,09b1a9e85346bef720d6,Rihanna: Anti World Tour 2016,Rihanna,Travis Scott,CONCERTS,ROCK/POP,CONCERTS,Rihanna: Anti World Tour 2016,       LIVE NATION                 RIHANNA                                       ANTI WORLD TOUR 2016   PEPSI LIVE @ ROGERS ARENA  SAT APR 23/16 SHW 7:30PM ,2,331.0,eTicket,2016-04-24 02:30:00,2016-04-23,2015-11-30,2015-12-03,2015-12-03 18:23:42,2015-12-03,2016-03-01,PST,VANCOUVER,BRITISH COLUMBIA,V6B,mobile.ticketmaster.ca,T ,Y ,Vancouver,09b1a9e85346bef720d6,,,,,,,,,,,,,,
1440,1441,c19b968b0684f6f1eadf,0cec3902a7c3af6fce6c,dd95d852672f41e5109a,734790780523ab9b720d,Wmzqfest - lady antebellum with hunter hayes and sam hunt,Lady Antebellum,Hunter Hayes,CONCERTS,COUNTRY,CONCERTS,Wmzqfest - lady antebellum with hunter hayes and sam hunt,  QUICKEN LOANS PRESENTS       LADY ANTEBELLUM               WMZQFEST          HUNTER HAYES & SAM HUNT       JIFFY LUBE LIVE      SAT JUN 06 2015 DRS 400PM ,1,25.5,eTicket,2015-06-06 20:00:00,2015-06-06,2015-03-04,2015-03-06,2015-04-13 19:26:00,2015-04-13,2015-06-06,EST,BRISTOW,VIRGINIA,20136,www.concerts.livenation.com,T ,Y ,Washington DC,734790780523ab9b720d,,,,,,,,,,,,,,
1447,1448,2fdc103f54d604982b8e,47cb7b1f9c8f7817f855,913eea53bc1f9952bf69,98f15202ff79f5ad9097,Rihanna: Anti World Tour 2016,Rihanna,Travis Scott,CONCERTS,ROCK/POP,CONCERTS,Rihanna: Anti World Tour 2016,"       LIVE NATION                 RIHANNA                                       ANTI WORLD TOUR 2016           THE FORUM          WED MAY 04, 2016 7:30 PM ",3,166.5,eTicket,2016-05-05 02:30:00,2016-05-04,2015-12-09,2015-12-11,2016-02-10 03:21:22,2016-02-09,,PST,INGLEWOOD,CALIFORNIA,90305,www.ticketmaster.com,F ,Y ,Los Angeles,98f15202ff79f5ad9097,,,,,,,,,,,,,,
1449,1450,a970348aec19b3a8a472,4d7e5bc70359471f86bf,b7fe8f57623e6cf8afa6,693b2357d58f854afd29,Milky Chance,Milky Chance,X Ambassadors,CONCERTS,FOLK,CONCERTS,Milky Chance,   CROSSROADS PRESENTS           MILKY CHANCE              WWW.HOB.COM          HOUSE OF BLUES BOSTON    15 LANSDOWNE ST/ALL AGES FRI JUL 31 2015 DRS 700PM ,4,118.0,eTicket,2015-07-31 23:00:00,2015-07-31,2015-04-02,2015-04-03,2015-04-02 15:24:35,2015-04-02,2015-07-28,EST,BOSTON,MASSACHUSETTS,02215,mobile.livenation.us,T ,Y ,Boston,693b2357d58f854afd29,,,,,,,,,,,,,,
1450,1451,f2893b1962236f4b9f7a,aa1c1f591a7bf3ba8673,b85143bf51323b72e53c,33e3000e2e916f6cb0cd,Dave Davies,Dave Davies,,CONCERTS,ROCK/POP,CONCERTS,Dave Davies,"                                 DAVE DAVIES                  * * *                 THE STONE PONY           ASBURY PARK, NJ       THU OCT 22 2015 7:00 PM  ",1,23.0,TicketFast,2015-10-22 23:00:00,2015-10-22,,2015-05-29,2015-10-20 01:10:15,2015-10-19,2015-10-22,EST,ASBURY PARK,NEW JERSEY,07712,www.ticketmaster.com,T ,Y ,New York,33e3000e2e916f6cb0cd,,,,,,,,,,,,,,
1453,1454,ec7d938ad3f0a2122cbc,4df1c86e1ddc384d7492,bc3cc1546a5c5d8cb342,9699b5a57c76839c6a51,Northern Lights Music Festival 2016 - two day pass:  march 25 & 26,Northern Lights Festival,ODESZA,CONCERTS,ROCK/POP,CONCERTS,Northern Lights Music Festival 2016 - two day pass:  march 25 & 26, BLUEPRINT / LIVE NATION     NORTHERN LIGHTS 2016   TWO DAY PASS: MAR 25 & 26  SHAW CONFERENCE CTR-EDM  NO MINORS /GOV'T ID REQ'D  MAR 25-26 2016 DOORS 8PM ,1,109.5,eTicket,2016-03-26 02:00:00,2016-03-25,,2016-01-04,2016-01-04 18:46:43,2016-01-04,,PST,EDMONTON,ALBERTA,T5J,www.ticketmaster.ca,F ,Y ,Edmonton,9699b5a57c76839c6a51,,,,,,,,,,,,,,
1454,1455,698c10bfb9fc38778c57,b9fcab6d9e4154e2a3c6,b85143bf51323b72e53c,bb0da216f48efac4902d,Janet Jackson: Unbreakable World Tour,Janet Jackson,,CONCERTS,ROCK/POP,CONCERTS,Janet Jackson: Unbreakable World Tour,"   LIVE NATION PRESENTS         JANET JACKSON         UNBREAKABLE WORLD TOUR         AMWAY CENTER            ORLANDO, FLORIDA      WED SEP 23, 2015  8:00PM ",1,127.0,eTicket,2015-09-24 00:00:00,2015-09-23,2015-06-15,2015-06-22,2015-06-21 18:31:31,2015-06-21,2015-09-04,EST,ORLANDO,FLORIDA,32801,mobile.ticketmaster.us,T ,Y ,Orlando,bb0da216f48efac4902d,,,,,,,,,,,,,,
1455,1456,2785bf817356602f980b,30a9d00238b9a3c5270f,00a4512e22fe9d3a1350,fdc78dcee2b3baf1f35c,Needtobreathe Presents Tour De Compadres,NEEDTOBREATHE,Ben Rector,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Needtobreathe Presents Tour De Compadres,   LIVE NATION PRESENTS     NEEDTOBREATHE PRESENTS      TOUR DE COMPADRES        UPTOWN AMPHITHEATRE     NO PROF CAM*AUDIO*VIDEO   SAT MAY 09 2015 7:00 PM  ,2,50.0,eTicket,2015-05-09 23:00:00,2015-05-09,2015-02-04,2015-02-06,2015-05-09 20:29:59,2015-05-09,2015-05-09,EST,CHARLOTTE,NORTH CAROLINA,28206,mobile.livenation.us,T ,Y ,Charlotte,fdc78dcee2b3baf1f35c,,,,,,,,,,,,,,
1456,1457,765a642454084c741054,4a20468a83e5ca728696,2d0710240b8cbb537150,244e64127e9dbeb78eb8,Chris Brown: One Hell Of A Nite Tour,Chris Brown,Kid Ink,CONCERTS,R & B,CONCERTS,Chris Brown: One Hell Of A Nite Tour, LIVE NATION/HAYMON EVENT        CHRIS BROWN              LIVENATION.COM       SUSQUEHANNA BANK CENTER  RAIN OR SHINE*NO REF/EXCH  FRI AUG 21 2015 7:00 PM  ,4,75.0,eTicket,2015-08-21 23:00:00,2015-08-21,2015-06-10,2015-06-19,2015-08-19 17:50:14,2015-08-19,2015-08-19,EST,CAMDEN,NEW JERSEY,08103,www.concerts.livenation.com,T ,Y ,Delaware Valley,244e64127e9dbeb78eb8,,,,,,,,,,,,,,
1458,1459,19fa6f68fe9523b58b30,451e4eac7cc90edaf257,ec98b7f024aa56ff79b7,f08796bcede468c40568,Ed Sheeran,Ed Sheeran,Passenger,CONCERTS,POP,CONCERTS,Ed Sheeran,                                  ED SHEERAN            WWW.EDSHEERAN.COM      HOLLYWOOD CASINO AMP CHI  NO PROF CAMS VID/AUD REC  WED SEP 16 2015 7:00 PM  ,2,86.0,eTicket,2015-09-17 00:00:00,2015-09-16,2015-04-06,2015-04-10,2015-04-06 15:39:48,2015-04-06,2015-04-09,CST,TINLEY PARK,ILLINOIS,60477,mobile.livenation.us,T ,Y ,Chicago,f08796bcede468c40568,,,,,,,,,,,,,,
1460,1461,0faa823bc3ba339faaa1,4b71ea35c9548136cf90,b85143bf51323b72e53c,c241937a107ab665f7cb,Years & Years,Years & Years,,CONCERTS,ROCK/POP,CONCERTS,Years & Years,   LIVE NATION PRESENTS         YEARS & YEARS                ALL AGES                THE WILTERN            FOLLOW US @WILTERN     WED SEP 30 2015 DRS 7PM  ,2,50.0,eTicket,2015-10-01 02:00:00,2015-09-30,2015-06-11,2015-06-12,2015-06-15 20:52:33,2015-06-15,2015-09-30,PST,LOS ANGELES,CALIFORNIA,90010,www.concerts.livenation.com,T ,Y ,Los Angeles,c241937a107ab665f7cb,,,,,,,,,,,,,,
1461,1462,3af8a60f3273f3731ed0,2788921999bd29498a89,eba0f53f4ed6fa3fe505,1fc639d62d54fbb83bc5,Savoy,Savoy,Michal Menert,CONCERTS,DANCE MUSIC/DANCE,CONCERTS,Savoy,   LIVE NATION PRESENTS             SAVOY                 * ** *** ** *         RED ROCKS AMPHITHEATRE        RAIN OR SHINE        SAT APR 25 2015 6:00 PM  ,1,37.5,TicketFast,2015-04-26 00:00:00,2015-04-25,2014-12-04,2014-12-05,2015-04-11 03:37:28,2015-04-10,2015-04-25,MST,MORRISON,COLORADO,80465,www.ticketmaster.com,T ,Y ,Colorado,1fc639d62d54fbb83bc5,,,,,,,,,,,,,,
1462,1463,5d2004ddc10de590d4a8,7ce50448ebde4df64712,e6087b4cf7623e9a9eed,08410d45abc6478422b7,Tony Bennett & lady gaga,Lady Gaga,Tony Bennett,CONCERTS,POP,CONCERTS,Tony Bennett & lady gaga, HEWITT/SILVA/LIVE NATION  TONY BENNETT & LADY GAGA            ***                  HOLLYWOOD BOWL            RAIN OR SHINE        SUN MAY 31 2015 7:00 PM  ,2,60.0,TicketFast,2015-06-01 02:00:00,2015-05-31,2015-02-18,2015-02-24,2015-05-21 18:51:24,2015-05-21,2015-05-31,PST,HOLLYWOOD,CALIFORNIA,90068,www.ticketmaster.com,T ,Y ,Los Angeles,08410d45abc6478422b7,,,,,,,,,,,,,,
1465,1466,0535950ee145b88e2b06,63814f3d63317f1b56c4,a2e10981824b300eb5c1,ec5b5d8492acfcda1b19,Journey & the doobie brothers with special guest dave mason,Journey,The Doobie Brothers,CONCERTS,ROCK/POP,CONCERTS,Journey & the doobie brothers with special guest dave mason,    WWW.LIVENATION.COM     JOURNEY/DOOBIE BROTHERS                            BETHEL WOODS CTR FOR ARTS       RAIN OR SHINE        FRI JUN 24 2016 7:00 PM  ,1,250.0,eTicket,2016-06-24 23:00:00,2016-06-24,2015-11-30,2015-12-05,2016-02-29 02:10:20,2016-02-28,,EST,BETHEL,NEW YORK,12720,www.ticketmaster.com,F ,Y ,New York,ec5b5d8492acfcda1b19,,,,,,,,,,,,,,
1466,1467,5c3ab72a93a33e2e9ec5,8d43f8055cd8801eee81,b85143bf51323b72e53c,a49a2bd62c9346a3d490,Jimmy Buffett,Jimmy Buffett,,CONCERTS,ROCK/POP,CONCERTS,Jimmy Buffett, LAND SHARK - M'VILLE TEQ       JIMMY BUFFETT       AND THE CORAL REEFER BAND   THE WHARF AMPHITHEATER    INCL $4 FAC FEE $1 SFC   TUE MAY 31 2016 8:00 PM  ,3,373.5,eTicket,2016-06-01 01:00:00,2016-05-31,,2016-02-19,2016-02-19 16:42:51,2016-02-19,2016-02-29,CST,ORANGE BEACH,ALABAMA,36561,mobile.ticketmaster.us,T ,Y ,New Orleans,a49a2bd62c9346a3d490,,,,,,,,,,,,,,
1468,1469,9ad5b31cd4a74f6faa75,dca5919872101e6887a3,b85143bf51323b72e53c,cbeb76f3e2d05c894427,Billy Joel,Billy Joel,,CONCERTS,ROCK/POP,CONCERTS,Billy Joel,      * * * * * * *               BILLY JOEL                IN CONCERT               AMALIE ARENA           WWW.BILLYJOEL.COM      FRI JAN 22 2016 8:00 PM  ,5,597.5,TicketFast,2016-01-23 01:00:00,2016-01-22,2015-10-19,2015-10-23,2015-10-21 21:54:38,2015-10-21,2015-10-21,EST,TAMPA,FLORIDA,33602,www.ticketmaster.com,T ,Y ,Tampa,cbeb76f3e2d05c894427,,,,,,,,,,,,,,
1469,1470,3705ee18775f20315958,4762fe2956bc885f13fe,b85143bf51323b72e53c,08cd1d038b4ec6f8028b,Dead & Company,Dead & Company,,CONCERTS,ROCK/POP,CONCERTS,Dead & Company,   LIVE NATION PRESENTS         DEAD & COMPANY              * * * * *            RAIN OR SHINE EVENT    SARATOGA PERF ARTS CENTER  TUE JUN 21 2016 7:00 PM  ,4,160.0,eTicket,2016-06-21 23:00:00,2016-06-21,2016-02-09,2016-02-12,2016-02-25 16:51:39,2016-02-25,,EST,SARATOGA SPRINGS,NEW YORK,12866,mobile.livenation.us,F ,Y ,New York,08cd1d038b4ec6f8028b,,,,,,,,,,,,,,
1477,1478,2b5b11b8cc40f5c75a2e,3d08408c49a3679337fd,a64e148e3e1b5eb966bf,3a303842707c69212fc8,Mumford & Sons,Mumford & Sons,The Vaccines,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Mumford & Sons,                                MUMFORD & SONS          MUMFORDANDSONS.COM     REXALL PLACE - EDMONTON       ALL AGES WELCOME      TUE AUG 11 2015 SHOW 7PM ,2,139.0,TicketFast,2015-08-12 01:00:00,2015-08-11,,2015-04-17,2015-04-17 16:22:11,2015-04-17,2015-08-04,PST,EDMONTON,ALBERTA,T5B,www.ticketmaster.ca,T ,Y ,Edmonton,3a303842707c69212fc8,,,,,,,,,,,,,,
1478,1479,df55b3a952646c42389a,380e16a43cded5c694ae,b85143bf51323b72e53c,c5e0855b580f4cd6cc2d,"Eagles """"""""""""""""history of the eagles""""""""""""""""",Eagles,,CONCERTS,ROCK/POP,CONCERTS,"Eagles """"""""""""""""history of the eagles""""""""""""""""",                            HISTORY OF THE EAGLES        LIVE IN CONCERT        AMERICANAIRLINES ARENA  NO CAMERA/VIDEO/RECORDING   FRI JUL 10 2015 8:00PM  ,2,253.0,TicketFast,2015-07-11 00:00:00,2015-07-10,2015-03-17,2015-03-20,2015-04-15 17:14:34,2015-04-15,2015-04-15,EST,MIAMI,FLORIDA,33132,www.ticketmaster.com,T ,Y ,Miami,c5e0855b580f4cd6cc2d,,,,,,,,,,,,,,
1482,1483,e87c3f0ea0bf0ef7b724,6ca8b2fb3c1ce5c22ef2,b85143bf51323b72e53c,ddc0711934e47b15b31b,Pusha T,Pusha T,,CONCERTS,RAP/URBAN,CONCERTS,Pusha T,CROSSROADS PRESENTS & AEG          PUSHA T           DARKEST BEFORE DAWN TOUR     PARADISE ROCK CLUB         18+ W/ VALID ID      WED MAR 30 2016 DRS 700PM ,3,88.5,eTicket,2016-03-30 23:00:00,2016-03-30,2015-12-17,2015-12-18,2015-12-18 17:24:07,2015-12-18,2015-12-18,EST,BOSTON,MASSACHUSETTS,02215,mobile.ticketmaster.us,T ,Y ,Boston,ddc0711934e47b15b31b,,,,,,,,,,,,,,
1484,1485,0ca36075463ed2ab8e41,5a30008429ee66fc7b84,6dfc6d87997457f095cc,ff6419dcd330b9c4f532,Luke Bryan: Kill The Lights Tour 2016,Luke Bryan,Dustin Lynch,CONCERTS,COUNTRY,CONCERTS,Luke Bryan: Kill The Lights Tour 2016,KILL THE LIGHTS TOUR 2016         LUKE BRYAN              LukeBryan.com              Dustin Lynch           CENTURYLINK CENTER     SAT MAR 12 2016 7:30 PM  ,3,110.25,eTicket,2016-03-13 01:30:00,2016-03-12,2015-11-17,2015-11-20,2015-11-18 16:08:07,2015-11-18,2015-11-18,CST,BOSSIER CITY,LOUISIANA,71112,iphone.ticketmaster.us,T ,Y ,New Orleans,ff6419dcd330b9c4f532,,,,,,,,,,,,,,
1486,1487,f26ae77cb14bdcddef00,d0a751810a1f3a32363d,0e2159b839e38cae3f48,ddcc7f8e85c30c9d4653,Mmrbq,MMR*B*Q,Disturbed,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Mmrbq,    93.3 WMMR PRESENTS            MMRBQ 2016             ***************            BB&T PAVILION       RAIN OR SHINE*NO REF/EXCH  SAT MAY 21 2016 1:00 PM  ,4,198.0,eTicket,2016-05-21 17:00:00,2016-05-21,2038-12-31,2016-01-15,2016-01-15 17:05:03,2016-01-15,2016-01-15,EST,CAMDEN,NEW JERSEY,08103,www.concerts.livenation.com,T ,Y ,Delaware Valley,ddcc7f8e85c30c9d4653,,,,,,,,,,,,,,
1490,1491,0ffe7865cfab236cf453,c4b9eab7c492445bac5d,34da9a3cfee7533395ce,8aa03f7615268ea62ac1,Walk The Moon - talking is hard tour,Walk the Moon,The Griswolds,CONCERTS,ROCK/POP,CONCERTS,Walk The Moon - talking is hard tour,                                WALK THE MOON          TALKING IS HARD TOUR   HOUSE OF BLUES FRENCH QTR  18+ w/ID * STANDING ONLY WED APR 29 2015 DRS 800PM ,4,92.0,eTicket,2015-04-30 01:00:00,2015-04-29,2014-11-18,2014-11-21,2015-04-20 22:55:47,2015-04-20,2015-04-26,CST,NEW ORLEANS,LOUISIANA,70130,iphone.ticketmaster.us,T ,Y ,New Orleans,8aa03f7615268ea62ac1,,,,,,,,,,,,,,
1492,1493,1f963b4df01c2264187b,b10e66a885a1f0eb494d,b85143bf51323b72e53c,9f20b3e470c2c5e4fa2d,Pearl Jam,Pearl Jam,,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Pearl Jam,     AN EVENING WITH              PEARL JAM               $3 TO VITALOGY              PNC ARENA            NO CAMERAS/VIDEO/REC     WED APR 20 2016 8:00PM  ,2,136.0,eTicket,2016-04-21 00:00:00,2016-04-20,,2016-01-29,2016-02-16 19:36:11,2016-02-16,2016-02-16,EST,RALEIGH,NORTH CAROLINA,27607,www.ticketmaster.com,T ,Y ,Raleigh,9f20b3e470c2c5e4fa2d,,,,,,,,,,,,,,
1495,1496,df199ff3b0e554a26e2b,3d08408c49a3679337fd,b85143bf51323b72e53c,34fb39a0044086e51bbb,Mumford & Sons,Mumford & Sons,,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Mumford & Sons,    MUMFORDANDSONS.COM          MUMFORD & SONS          LIVE NATION/AC ENT    WALNUT CREEK AMPHITHEATRE     INCL $7 VENUE FEE      THU JUN 11 2015 7:00 PM  ,2,110.0,eTicket,2015-06-11 23:00:00,2015-06-11,,2015-04-17,2015-04-17 14:13:00,2015-04-17,2015-04-17,EST,RALEIGH,NORTH CAROLINA,27610,www.concerts.livenation.com,T ,Y ,Raleigh,34fb39a0044086e51bbb,,,,,,,,,,,,,,
1498,1499,d748f597183aeee111e0,1269fe0f9ce359af75fc,00bc61d8b8d1766c945b,8bc044fdb92af3c8301e,J Boog,J Boog,Hot Rain,CONCERTS,REGGAE,CONCERTS,J Boog, HOUSE OF BLUES PRESENTS            J BOOG           GEN ADM / STANDING ONLY     HOUSE OF BLUES L.A.    8430 SUNSET BLVD/ALL AGES  FRI JUN 12 2015 8:00 PM  ,2,45.0,TicketFast,2015-06-13 03:00:00,2015-06-12,2015-04-08,2015-04-10,2015-05-13 15:52:13,2015-05-13,2015-06-11,PST,WEST HOLLYWOOD,CALIFORNIA,90069,mobile.livenation.us,T ,Y ,Los Angeles,8bc044fdb92af3c8301e,,,,,,,,,,,,,,
1509,1510,35ae3faccf0ddfe997bf,8ece566dec0c146b25cd,b85143bf51323b72e53c,f483143f3767a3c74d36,Beyonce - the formation world tour,Beyoncé,,CONCERTS,R & B,CONCERTS,Beyonce - the formation world tour,   Live Nation Presents            Beyonce           The Formation World Tour      GILLETTE STADIUM           RAIN OR SHINE         FRI JUN 03 2016 6:00PM  ,4,700.0,TicketFast,2016-06-03 22:00:00,2016-06-03,2016-02-09,2016-02-16,2016-02-13 01:48:00,2016-02-12,,EST,FOXBOROUGH,MASSACHUSETTS,02035,iphone.ticketmaster.us,F ,Y ,Boston,f483143f3767a3c74d36,,,,,,,,,,,,,,
1510,1511,a0cf72581b4d4943d60a,23fa4d7e248551248770,6fd7a617426c342a117e,a37ca4ba47f604d42348,Fall Out Boy - wintour is coming,Fall Out Boy,AWOLNATION,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Fall Out Boy - wintour is coming,   LIVE NATION PRESENTS          FALL OUT BOY           WINTOUR IS COMING         XCEL ENERGY CENTER       SAINT PAUL MINNESOTA    SUN MAR 13 2016 7:00 PM  ,4,228.0,eTicket,2016-03-14 00:00:00,2016-03-13,2015-10-21,2015-10-23,2015-10-21 15:07:33,2015-10-21,2015-10-21,CST,SAINT PAUL,MINNESOTA,55102,www.ticketmaster.com,T ,Y ,Minnesota,a37ca4ba47f604d42348,,,,,,,,,,,,,,
1511,1512,b59266892642b9421044,f53529c5679ea6ca5a48,b85143bf51323b72e53c,11af7f6e963f2c132512,Dave Matthews Band,Dave Matthews Band,,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Dave Matthews Band,                              DAVE MATTHEWS BAND                                 NO CAMERAS OR VIDEOS        NATIONWIDE ARENA      FRI JUL 08 2016 7:00 PM  ,4,288.0,Mail,2016-07-08 23:00:00,2016-07-08,2016-02-16,2016-02-19,2016-02-20 00:13:36,2016-02-19,,CST,COLUMBUS,OHIO,43215,www.ticketmaster.com,F ,Y ,Columbus,11af7f6e963f2c132512,,,,,,,,,,,,,,
1515,1516,89fd6a122dc3db3544e0,8ece566dec0c146b25cd,b85143bf51323b72e53c,40187bea7a4e349f9ded,Beyonce - the formation world tour,Beyoncé,,CONCERTS,R & B,CONCERTS,Beyonce - the formation world tour,   Live Nation Presents            BEYONCE           The Formation World Tour      QUALCOMM STADIUM           RAIN OR SHINE        THU MAY 12 2016 6:00 PM  ,2,340.0,TicketFast,2016-05-13 01:00:00,2016-05-12,2016-02-09,2016-02-16,2016-02-09 18:13:59,2016-02-09,,PST,SAN DIEGO,CALIFORNIA,92108,www.ticketmaster.com,F ,Y ,San Diego,40187bea7a4e349f9ded,,,,,,,,,,,,,,
1523,1524,2aa220dd0c55f179c593,8ece566dec0c146b25cd,b85143bf51323b72e53c,83b8734eddd2056c6062,Beyonce - the formation world tour,Beyoncé,,CONCERTS,R & B,CONCERTS,Beyonce - the formation world tour,   LIVE NATION PRESENTS            BEYONCE           THE FORMATION WORLD TOUR         CITI FIELD              RAIN OR SHINE         WED JUN 08 2016 6:00PM  ,4,400.0,TicketFast,2016-06-08 22:00:00,2016-06-08,2016-02-10,2016-02-16,2016-02-10 19:32:36,2016-02-10,2016-02-15,EST,FLUSHING,NEW YORK,11368,android.ticketmaster.us,T ,Y ,New York,83b8734eddd2056c6062,,,,,,,,,,,,,,
1524,1525,271b0df4a1d6111a455d,f66a1cf484a8cd868fb4,80ad7b5935351df99208,e07dae714cd2deff3b7d,Brad Paisley Crushin' It World Tour,Brad Paisley,Justin Moore,CONCERTS,COUNTRY,CONCERTS,Brad Paisley Crushin' It World Tour,   LIVE NATION PRESENTS          BRAD PAISLEY           WITH JUSTIN MOORE       CRUSHIN' IT WORLD TOUR     KLIPSCH MUSIC CENTER    SAT AUG 29 2015 7:30 PM  ,1,55.75,eTicket,2015-08-29 23:30:00,2015-08-29,2015-06-11,2015-06-12,2015-08-23 19:16:46,2015-08-23,2015-08-29,CST,NOBLESVILLE,INDIANA,46060,www.concerts.livenation.com,T ,Y ,Indiana-Ohio,e07dae714cd2deff3b7d,,,,,,,,,,,,,,
1526,1527,a7d3d1a0dbb094d23fa6,2cd67d26ed713474e48a,6ccf8388db7c7cf7d49e,7cbe9720cfd1cfd1f4df,Incubus/deftones 2015 tour,Incubus,Deftones,CONCERTS,ROCK/POP,CONCERTS,Incubus/deftones 2015 tour, RAIN OR SHINE/CPATW PRES          INCUBUS                                             DEFTONES             WOODLANDS PAVILION    WED AUG 19'15 6:15P SHARP ,2,50.0,eTicket,2015-08-19 23:15:00,2015-08-19,2015-04-22,2015-05-01,2015-07-24 03:11:14,2015-07-23,2015-08-18,CST,THE WOODLANDS,TEXAS,77380,www.concerts.livenation.com,T ,Y ,Houston,7cbe9720cfd1cfd1f4df,,,,,,,,,,,,,,
1530,1531,6b15ed9ef9ccc5474e4b,5210189dc1f3cd604e70,92cf815dbd812c1e82e7,69bc09e5338fcee0c95d,The Smashing Pumpkins - in plainsong,The Smashing Pumpkins,Liz Phair,CONCERTS,ALTERNATIVE ROCK,CONCERTS,The Smashing Pumpkins - in plainsong,"  WWW.THETOWERPHILLY.COM    The Smashing Pumpkins          IN PLAINSONG             TOWER THEATER          69TH ST, UPPER DARBY    FRI APR 08 2016 8:00 PM  ",1,66.0,Mail,2016-04-09 00:00:00,2016-04-08,2016-02-02,2016-02-05,2016-02-04 15:22:58,2016-02-04,2016-02-08,EST,UPPER DARBY,PENNSYLVANIA,19082,www.concerts.livenation.com,T ,Y ,Delaware Valley,69bc09e5338fcee0c95d,,,,,,,,,,,,,,
